time,1a,1b,2a,2b,1c
2024-08-01 00:00:00,28.546666666666667,28.386666666666667,27.683333333333334,24.99666666666667,27.013333333333332
2024-08-01 00:15:00,28.77333333333333,28.49,27.653333333333336,25.11,26.633333333333336
2024-08-01 00:30:00,28.959999999999997,28.47666666666667,27.55666666666667,24.96666666666667,26.336666666666662
2024-08-01 00:45:00,29.156666666666666,28.583333333333332,27.356666666666666,24.790000000000003,26.926666666666666
2024-08-01 01:00:00,29.24,28.586666666666662,27.22666666666667,24.826666666666668,26.813333333333333
2024-08-01 01:15:00,29.21666666666667,28.603333333333335,27.146666666666665,24.7,26.55666666666667
2024-08-01 01:30:00,29.38,28.52333333333333,27.006666666666664,24.476666666666663,26.393333333333334
2024-08-01 01:45:00,29.413333333333338,28.323333333333334,26.713333333333335,24.16,26.113333333333333
2024-08-01 02:00:00,29.399999999999995,28.173333333333332,26.506666666666664,23.92,25.633333333333336
2024-08-01 02:15:00,29.376666666666665,28.2,26.423333333333332,23.793333333333333,24.673333333333336
2024-08-01 02:30:00,29.266666666666666,28.09,26.406666666666666,23.733333333333334,24.78
2024-08-01 02:45:00,29.310000000000002,28.05666666666667,26.36,23.78,24.959999999999997
2024-08-01 03:00:00,29.30666666666667,28.076666666666668,26.256666666666664,23.55333333333333,24.676666666666666
2024-08-01 03:15:00,29.290000000000003,28.03,26.153333333333336,23.36,24.61
2024-08-01 03:30:00,29.28333333333333,28.14,26.0,23.243333333333336,24.436666666666667
2024-08-01 03:45:00,29.263333333333335,27.97666666666667,25.919999999999998,23.263333333333332,24.126666666666665
2024-08-01 04:00:00,29.256666666666664,27.906666666666666,25.83666666666667,23.153333333333336,24.103333333333335
2024-08-01 04:15:00,29.23333333333333,27.953333333333333,25.536666666666665,22.790000000000003,23.83666666666667
2024-08-01 04:30:00,29.179999999999996,28.00333333333333,25.406666666666666,22.599999999999998,23.69666666666667
2024-08-01 04:45:00,29.146666666666665,27.963333333333335,25.44333333333333,22.69666666666667,23.513333333333332
2024-08-01 05:00:00,29.113333333333333,27.89,25.326666666666664,22.776666666666667,23.176666666666666
2024-08-01 05:15:00,29.076666666666664,27.883333333333336,25.19666666666667,22.593333333333334,23.076666666666668
2024-08-01 05:30:00,28.983333333333334,27.69666666666667,25.153333333333336,22.590000000000003,23.063333333333333
2024-08-01 05:45:00,28.986666666666665,27.680000000000003,25.073333333333334,22.513333333333335,22.96666666666667
2024-08-01 06:00:00,28.956666666666667,27.673333333333332,25.08,22.51,22.95
2024-08-01 06:15:00,28.94666666666667,27.656666666666666,25.070000000000004,22.66,22.929999999999996
2024-08-01 06:30:00,28.936666666666667,27.296666666666667,25.046666666666667,22.400000000000002,22.91
2024-08-01 06:45:00,28.906666666666666,27.073333333333334,25.016666666666666,22.44333333333333,23.52
2024-08-01 07:00:00,28.88,26.813333333333333,25.0,22.46666666666667,23.44666666666667
2024-08-01 07:15:00,28.84,26.99,24.96666666666667,22.483333333333334,23.21666666666667
2024-08-01 07:30:00,28.73,27.05666666666667,24.94333333333333,22.55,22.709999999999997
2024-08-01 07:45:00,28.53333333333333,27.28,24.963333333333335,22.78333333333333,22.953333333333333
2024-08-01 08:00:00,28.50666666666667,27.133333333333336,25.040000000000003,22.883333333333336,23.69666666666667
2024-08-01 08:15:00,28.5,27.016666666666666,25.136666666666667,22.906666666666666,23.983333333333334
2024-08-01 08:30:00,28.433333333333337,27.173333333333332,25.28333333333333,23.133333333333336,24.356666666666666
2024-08-01 08:45:00,28.27333333333333,26.993333333333336,25.373333333333335,23.123333333333335,24.206666666666667
2024-08-01 09:00:00,28.16333333333333,26.843333333333334,25.5,23.30666666666667,24.30666666666667
2024-08-01 09:15:00,28.349999999999998,27.00333333333333,25.77333333333333,23.929999999999996,24.709999999999997
2024-08-01 09:30:00,28.41,27.026666666666667,25.836666666666662,24.176666666666666,24.563333333333333
2024-08-01 09:45:00,28.176666666666666,27.106666666666666,25.98,24.52,24.313333333333333
2024-08-01 10:00:00,28.093333333333334,27.21666666666667,26.11,24.50333333333333,24.206666666666667
2024-08-01 10:15:00,28.03333333333333,27.403333333333336,26.246666666666666,24.813333333333333,24.7
2024-08-01 10:30:00,27.866666666666664,27.459999999999997,26.429999999999996,24.91333333333333,25.28333333333333
2024-08-01 10:45:00,27.653333333333336,27.566666666666666,26.623333333333335,25.233333333333334,25.676666666666666
2024-08-01 11:00:00,27.813333333333333,27.266666666666666,26.706666666666667,25.2,25.77333333333333
2024-08-01 11:15:00,27.973333333333333,26.853333333333335,26.72666666666667,24.986666666666668,26.0
2024-08-01 11:30:00,28.136666666666667,26.883333333333336,26.883333333333336,25.27,26.040000000000003
2024-08-01 11:45:00,28.24,27.02333333333333,27.153333333333336,25.826666666666664,26.096666666666668
2024-08-01 12:00:00,28.276666666666667,26.936666666666667,27.459999999999997,26.05333333333333,26.069999999999997
2024-08-01 12:15:00,28.38,26.97666666666667,27.14,24.66,25.006666666666664
2024-08-01 12:30:00,28.516666666666666,27.153333333333332,26.44666666666667,23.753333333333334,24.72
2024-08-01 12:45:00,28.453333333333333,27.21666666666667,25.936666666666667,23.356666666666666,25.046666666666667
2024-08-01 13:00:00,28.013333333333332,27.326666666666664,25.963333333333335,23.94666666666667,25.650000000000002
2024-08-01 13:15:00,28.116666666666664,27.363333333333333,26.156666666666666,24.61,24.426666666666666
2024-08-01 13:30:00,27.87,27.413333333333338,25.709999999999997,23.83,23.91
2024-08-01 13:45:00,27.883333333333336,27.52333333333333,25.246666666666666,23.983333333333334,23.893333333333334
2024-08-01 14:00:00,27.72,27.52,24.816666666666666,23.59,24.03
2024-08-01 14:15:00,26.856666666666666,27.416666666666668,23.763333333333332,20.616666666666667,24.676666666666666
2024-08-01 14:30:00,27.26,27.2,23.176666666666666,19.53,24.083333333333332
2024-08-01 14:45:00,27.546666666666667,26.96666666666667,23.093333333333334,20.106666666666666,22.156666666666666
2024-08-01 15:00:00,27.36,27.136666666666667,22.790000000000003,20.016666666666666,21.83666666666667
2024-08-01 15:15:00,27.44666666666667,27.146666666666665,22.793333333333333,20.419999999999998,21.74333333333333
2024-08-01 15:30:00,27.25,26.886666666666667,23.113333333333333,21.55,22.180000000000003
2024-08-01 15:45:00,26.850000000000005,26.58,23.606666666666666,22.44666666666667,22.31
2024-08-01 16:00:00,26.543333333333333,26.80666666666667,24.23,23.256666666666664,22.61
2024-08-01 16:15:00,26.39,26.846666666666664,25.080000000000002,23.896666666666665,22.723333333333333
2024-08-01 16:30:00,26.73,26.953333333333333,26.576666666666668,23.59,23.266666666666666
2024-08-01 16:45:00,27.26,27.060000000000002,28.076666666666664,23.78333333333333,23.76
2024-08-01 17:00:00,27.62,27.23,29.373333333333335,24.336666666666662,24.16
2024-08-01 17:15:00,27.80666666666667,27.36,29.573333333333334,24.89333333333333,24.776666666666667
2024-08-01 17:30:00,27.94666666666667,27.373333333333335,29.42,25.113333333333333,25.19666666666667
2024-08-01 17:45:00,27.933333333333334,27.27333333333333,29.08666666666667,25.42,24.253333333333334
2024-08-01 18:00:00,27.763333333333335,27.180000000000003,28.63,25.2,23.936666666666667
2024-08-01 18:15:00,27.836666666666662,27.21666666666667,28.3,25.096666666666664,24.206666666666667
2024-08-01 18:30:00,27.873333333333335,27.150000000000002,28.05,25.03333333333333,24.163333333333338
