time,1a,1b,2a,2b,1c
2023-08-04 00:00:00,0.0,0.0,0.0,0.0,0.0
2023-08-04 00:15:00,0.0,0.0,0.0,0.0,0.0
2023-08-04 00:30:00,0.0,0.0,0.0,0.0,0.0
2023-08-04 00:45:00,0.0,0.0,0.0,0.0,0.0
2023-08-04 01:00:00,0.0,0.0,0.0,0.0,0.0
2023-08-04 01:15:00,0.0,0.0,0.0,0.0,0.0
2023-08-04 01:30:00,0.0,0.0,0.0,0.0,0.0
2023-08-04 01:45:00,0.0,0.0,0.0,0.0,0.0
2023-08-04 02:00:00,0.0,0.0,0.0,0.0,0.0
2023-08-04 02:15:00,0.0,0.0,0.0,0.0,0.0
2023-08-04 02:30:00,0.0,0.0,0.0,0.0,0.0
2023-08-04 02:45:00,0.0,0.0,0.0,0.0,0.0
2023-08-04 03:00:00,0.0,0.0,0.0,0.0,0.0
2023-08-04 03:15:00,0.0,0.0,0.0,0.0,0.0
2023-08-04 03:30:00,0.0,0.0,0.0,0.0,0.0
2023-08-04 03:45:00,0.0,0.0,0.0,0.0,0.0
2023-08-04 04:00:00,0.0,0.0,0.0,0.0,0.0
2023-08-04 04:15:00,0.0,0.0,0.0,0.0,0.0
2023-08-04 04:30:00,0.0,0.0,0.0,0.0,0.0
2023-08-04 04:45:00,0.0,0.0,0.0,0.0,0.0
2023-08-04 05:00:00,0.0,0.0,0.0,0.0,0.0
2023-08-04 05:15:00,0.0,0.0,0.0,0.0,0.0
2023-08-04 05:30:00,0.0,0.0,0.0,0.0,0.0
2023-08-04 05:45:00,0.0,0.0,0.0,0.0,0.0
2023-08-04 06:00:00,0.65,0.0,0.0,0.0,0.0
2023-08-04 06:15:00,0.9366666666666666,0.0,0.0,0.0,0.0
2023-08-04 06:30:00,2.016666666666667,0.0,0.0,0.0,0.0
2023-08-04 06:45:00,4.260000000000001,0.0,0.0,0.0,0.0
2023-08-04 07:00:00,7.616666666666667,0.0,0.0,0.0,0.0
2023-08-04 07:15:00,10.313333333333333,0.0,0.0,0.0,0.0
2023-08-04 07:30:00,13.909999999999998,0.0,0.0,0.0,0.0
2023-08-04 07:45:00,24.286666666666665,0.0,0.0,0.0,0.0
2023-08-04 08:00:00,36.73666666666667,0.0,0.0,0.0,0.0
2023-08-04 08:15:00,81.28333333333333,0.0,0.0,0.0,0.0
2023-08-04 08:30:00,57.89333333333334,0.0,0.0,0.0,0.0
2023-08-04 08:45:00,55.28333333333333,0.0,0.0,0.0,0.0
2023-08-04 09:00:00,97.66666666666667,0.0,0.0,0.0,0.0
2023-08-04 09:15:00,128.72,0.0,0.0,0.0,0.0
2023-08-04 09:30:00,109.89999999999999,0.0,0.0,0.0,0.0
2023-08-04 09:45:00,129.22333333333333,0.0,0.0,0.0,0.0
2023-08-04 10:00:00,63.093333333333334,0.0,0.0,0.0,0.0
2023-08-04 10:15:00,113.03333333333335,0.0,0.0,0.0,0.0
2023-08-04 10:30:00,175.11333333333334,0.0,0.0,0.0,0.0
2023-08-04 10:45:00,99.11,0.0,0.0,0.0,0.0
2023-08-04 11:00:00,26.326666666666668,0.0,0.0,0.0,0.0
2023-08-04 11:15:00,13.736666666666666,0.0,0.0,0.0,0.0
